background,LONGITUDE,LATITUDE,depth,DissolvedO2_max,DissolvedO2_mean,DissolvedO2_min,disttoestuary_all_km,Salinity_Lt_max,Salinity_Lt_min,Salinity_max,Salinity_mean,Salinity_min,Salinity_range,sst_average,sst_Lt_max,sst_Lt_min,sst_max,sst_min,sst_range,substrate_simplified
background,16.498024995,-32.612064719,-785.24853515625,259.651062011719,239.305587768555,225.760299682617,140.479309082031,35.5967979431152,35.2037467956543,35.6603584289551,35.4318351745605,34.966854095459,0.690193116664886,17.6843280792236,20.0909538269043,15.8438205718994,21.2736721038818,14.353536605835,6.92013454437256,15
background,18.098024995,-32.512064719,-63.630729675293,276.350646972656,255.136474609375,244.756317138672,23.6064910888672,35.2454223632812,34.7341651916504,35.4165153503418,35.0421752929688,34.5501403808594,0.889959275722504,14.3192739486694,17.0073776245117,13.3566656112671,17.3366241455078,11.8659982681274,5.47062540054321,4
background,17.798024995,-35.212064719,-2899.86157226562,254.121368408203,234.743011474609,221.886367797852,140.192367553711,35.6089134216309,35.3404426574707,35.6835975646973,35.4809761047363,35.1572418212891,0.526450991630554,18.7352695465088,21.3765697479248,16.2506618499756,22.8490886688232,14.9351091384888,7.91397953033447,15
background,29.998024995,-35.012064719,-4471.96484375,235.365982055664,221.709411621094,210.648544311523,293.677001953125,35.6272163391113,35.4431762695312,35.7499160766602,35.5463638305664,35.2608184814453,0.486628830432892,21.0211429595947,23.7088775634766,18.5151596069336,24.9766998291016,17.5735721588135,7.40312623977661,16
background,18.498024995,-38.012064719,-4707.57080078125,248.425689697266,233.270446777344,219.665313720703,383.951629638672,35.5966262817383,35.2735023498535,35.6679382324219,35.4661293029785,34.9829483032227,0.686358869075775,19.6128787994385,22.3287887573242,16.8726844787598,23.8136653900146,15.2323913574219,8.58127307891846,16
background,31.598024995,-31.712064719,-3324.89990234375,227.01496887207,216.584686279297,206.303604125977,155.763671875,35.5319709777832,35.268627166748,35.6933288574219,35.4127082824707,35.014461517334,0.676705658435822,23.1494140625,26.0357074737549,20.573486328125,26.7615013122559,19.8507061004639,6.91079616546631,1
background,34.498024995,-28.112064719,-1703.67211914062,223.183517456055,212.129928588867,201.965713500977,206.998275756836,35.511058807373,35.1670722961426,35.698314666748,35.3369331359863,34.838794708252,0.860680937767029,24.6160717010498,27.297191619873,21.8927803039551,28.3123741149902,21.0236701965332,7.28870344161987,1
background,19.198024995,-37.012064719,-4339.23974609375,248.146499633789,232.465072631836,218.606842041016,265.682830810547,35.5945281982422,35.3023834228516,35.6796455383301,35.4707260131836,35.1614151000977,0.518137454986572,19.3601818084717,22.1405448913574,16.6993026733398,23.3655796051025,14.7768993377686,8.58868026733398,16
background,27.598024995,-34.012064719,-2931.18188476562,224.34162902832,216.123672485352,209.463745117188,71.5082168579102,35.5028076171875,35.2744674682617,35.6344108581543,35.3926467895508,35.0775108337402,0.556863307952881,23.1688919067383,25.6027488708496,20.6186199188232,26.8487453460693,20.0228137969971,6.82593107223511,1
background,14.898024995,-32.612064719,-3295.89379882812,256.002807617188,236.799560546875,221.802734375,290.374145507812,35.6430969238281,35.3710784912109,35.7186508178711,35.504020690918,35.2594261169434,0.458921700716019,18.3520126342773,20.9597148895264,15.895092010498,21.8139019012451,14.9936609268188,6.82024049758911,15
background,17.298024995,-37.012064719,-3311.68383789062,257.212249755859,236.229705810547,219.283706665039,330.863037109375,35.5874481201172,35.2552299499512,35.6641159057617,35.4449081420898,34.9565887451172,0.707355916500092,18.9370536804199,21.5912971496582,16.4520301818848,23.4005012512207,14.8765878677368,8.52391338348389,16
