LATITUDE,LONGITUDE,DATE,SPECIES_SCIENTIFIC,DATASET
-33.9,26.2667,03/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8833,25.7833,19/05/1989,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8833,26.1833,18/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8833,26.7333,24/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8833,26.7333,07/05/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8833,26.75,24/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8833,26.7667,02/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8667,26.1667,31/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8667,26.1667,28/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8667,26.2,23/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8667,26.75,12/05/1995,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8667,26.8167,29/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.85,26.75,19/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.85,26.75,23/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8333,26.0667,11/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8333,26.0833,27/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8333,26.1,27/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8333,26.1333,11/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8333,26.2,25/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8333,26.2167,03/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8333,26.4833,23/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8333,26.75,24/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8333,26.75,13/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8333,26.7667,24/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8167,25.9333,24/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8167,26.1,22/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8167,26.5167,29/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8167,26.7833,12/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8,26.1,18/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.8,26.1167,21/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7833,25.8667,17/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7833,25.9167,03/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7833,26.0333,19/05/1989,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7833,26.05,11/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7833,26.1167,19/05/1989,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7667,26.0833,18/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7667,26.1,18/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7667,26.75,29/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.0167,18/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.0333,06/05/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.0333,11/05/1995,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.0667,03/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.0833,18/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.0833,28/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.0833,11/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.1,18/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.1,27/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.7,07/05/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.7167,24/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.7167,19/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.7833,13/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.8,13/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.75,26.8167,13/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7333,26.05,22/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7333,26.0667,22/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7167,26.7167,24/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7167,26.95,23/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7167,26.9667,23/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7,26.9667,24/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7,26.9667,07/05/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.7,26.9667,13/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.6833,26.9833,24/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.6667,27,29/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.6667,27,19/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.65,26.9333,29/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.6167,26.9833,13/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.5472,27.0431,17/01/1976,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.349,27.396,01/05/2015,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.255,27.542,01/05/2015,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.106,27.775,01/05/2015,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.097,27.793,10/10/2014,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-32.967,27.992,04/07/2014,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-32.82,28.2583,02/06/1932,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-32.7139,18.1989,17/01/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-32.649,28.424,28/11/2014,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-32.6333,18.05,12/08/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-32.38,18.03,12/08/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-30.0583,30.8883,14/03/1999,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-29.705,31.4833,27/07/1931,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-28.48333,32.61666,03/06/2015,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
